kdprov,nmprov,kdkab,nmkab,kdkec,nmkec,kddesa,nmdesa,klas,kdsls,kdsubsls,nmsls
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,0001,0,RT 01 RW 01 DUSUN KARYA INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,0002,0,RT 02 RW 01 DUSUN KARYA INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,0003,0,RT 03 RW 01 DUSUN KARYA INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,0004,0,RT 04 RW 02 DUSUN KARYA JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,0005,0,RT 05 RW 02 DUSUN KARYA JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,0006,0,RT 06 RW 02 DUSUN KARYA JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,2001,0,HUTAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,2002,0,HUTAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,2003,0,HUTAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,001,TANJUNG HARAPAN,2,2004,0,HUTAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,002,AMBARAWA,2,0001,0,RT 06 RW 03 DUSUN SETIA INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,002,AMBARAWA,2,0002,0,RT 05 RW 03 DUSUN SETIA INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,002,AMBARAWA,2,0003,0,RT 04 RW 02 DUSUN SETIA JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,002,AMBARAWA,2,0004,0,RT 03 RW 02 DUSUN SETIA JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,002,AMBARAWA,2,0005,0,RT 02 RW 01 DUSUN SETIA KAWAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,002,AMBARAWA,2,0006,0,RT 01 RW 01 DUSUN SETIA KAWAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,002,AMBARAWA,2,1001,0,LAHAN PERTANIAN KOSONG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0001,0,RT 06 RW 03 DUSUN MEKAR JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0002,0,RT 05 RW 03 DUSUN MEKAR JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0003,0,RT 07 RW 04 DUSUN SEPAKAT
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0004,0,RT 08 RW 04 DUSUN SEPAKAT
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0005,0,RT 04 RW 02 DUSUN BERINGIN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0006,0,RT 03 RW 02 DUSUN BERINGIN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0007,0,RT 02 RW 01 DUSUN BERINGIN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,0008,0,RT 01 RW 01 DUSUN BERINGIN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,003,SUNGAI JAWI,2,1001,0,LAHAN PERTANIAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,004,SUNGAI BESAR,2,0001,0,RT 01 RW 01 DUSUN JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,004,SUNGAI BESAR,2,0002,0,RT 02 RW 01 DUSUN JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,004,SUNGAI BESAR,2,0003,0,RT 03 RW 02 DUSUN MEKAR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,004,SUNGAI BESAR,2,0004,0,RT 04 RW 02 DUSUN MEKAR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,004,SUNGAI BESAR,2,0005,0,RT 05 RW 03 DUSUN MAKMUR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,004,SUNGAI BESAR,2,0006,0,RT 06 RW 03 DUSUN MAKMUR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0001,0,RT 01 RW 01 DUSUN SEMANGAT
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0002,0,RT 02 RW 01 DUSUN SEMANGAT
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0003,0,RT 03 RW 02 DUSUN AMAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0004,0,RT 04 RW 02 DUSUN AMAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0005,0,RT 05 RW 03 DUSUN AMAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0006,0,RT 06 RW 03 DUSUN AMAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0007,0,RT 07 RW 04 DUSUN KARYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0008,0,RT 08 RW 04 DUSUN KARYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,0009,0,RT 09 RW 05 DUSUN KARYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,005,TASIK MALAYA,2,2001,0,HUTAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0001,0,RT 01 RW 01 DUSUN PANGLIMA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0002,0,RT 02 RW 01 DUSUN PANGLIMA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0003,0,RT 03 RW 02 DUSUN PANGLIMA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0004,0,RT 04 RW 02 DUSUN PANGLIMA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0005,0,RT 01 RW 03 DUSUN KARYA BAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0006,0,RT 02 RW 03 DUSUN KARYA BAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0007,0,RT 03 RW 04 DUSUN KARYA BAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0008,0,RT 04 RW 04 DUSUN KARYA BAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0009,0,RT 01 RW 05 DUSUN KOTA LAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0010,0,RT 02 RW 05 DUSUN KOTA LAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0011,0,RT 03 RW 06 DUSUN KOTA LAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0012,0,RT 04 RW 06 DUSUN KOTA LAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0013,0,RT 05 RW 05 DUSUN KOTA LAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0014,0,RT 01 RW 07 DUSUN PATI MURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0015,0,RT 02 RW 07 DUSUN PATI MURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0016,0,RT 03 RW 08 DUSUN PATI MURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0017,0,RT 04 RW 08 DUSUN PATI MURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0018,0,RT 01 RW 09 DUSUN BINTANG KARYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0019,0,RT 02 RW 09 DUSUN BINTANG KARYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0020,0,RT 03 RW 10 DUSUN BINTANG KARYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0021,0,RT 01 RW 11 DUSUN BABURAZAK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0022,0,RT 02 RW 11 DUSUN BABURAZAK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0023,0,RT 03 RW 12 DUSUN BABURAZAK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,006,PADANG TIKAR SATU,2,0024,0,RT 04 RW 12 DUSUN BABURAZAK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0001,0,RT 01 RW 01 DUSUN MEDAN SERI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0002,0,RT 02 RW 01 DUSUN MEDAN SERI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0003,0,RT 03 RW 02 DUSUN MEDAN SERI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0004,0,RT 013 RW 07 DUSUN MEDAN SERI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0005,0,RT 015 RW 07 DUSUN MEDAN SERI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0006,0,RT 018 RW 08 DUSUN MEDAN SERI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0007,0,RT 04 RW 02 DUSUN MEDAN BHAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0008,0,RT 05 RW 03 DUSUN MEDAN BHAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0009,0,RT 017 RW 03 DUSUN MEDAN BHAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0010,0,RT 019 RW 08 DUSUN MEDAN BHAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0011,0,RT 06 RW 03 DUSUN MEDAN SHAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0012,0,RT 07 RW 04 DUSUN MEDAN SHAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0013,0,RT 016 RW 03 DUSUN MEDAN SHAKTI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0014,0,RT 08 RW 04 DUSUN MEDAN INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0015,0,RT 09 RW 05 DUSUN MEDAN INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0016,0,RT 010 RW 05 DUSUN MEDAN INDAH
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0017,0,RT 011 RW 06 DUSUN MEDAN JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0018,0,RT 012 RW 06 DUSUN MEDAN JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0019,0,RT 014 RW 07 DUSUN MEDAN JAYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,007,PADANG TIKAR DUA,2,0020,0,RT 020 RW 02 DUSUN MEDAN KARYA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0001,0,RT 01 RW 08 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0002,0,RT 02 RW 08 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0003,0,RT 03 RW 04 DUSUN SUKA MAJU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0004,0,RT 04 RW 03 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0005,0,RT 15 RW 07 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0006,0,RT 16 RW 07 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0007,0,RT 17 RW 07 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0008,0,RT 18 RW 08 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0009,0,RT 19 RW 08 DUSUN SUNGAI TERUMBUK
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0010,0,RT 05 RW 04 DUSUN SUKA MAJU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0011,0,RT 06 RW 04 DUSUN SUKA MAJU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0012,0,RT 07 RW 04 DUSUN SUKA MAJU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0013,0,RT 08 RW 04 DUSUN SUKA MAJU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0014,0,RT 09 RW 04 DUSUN SUKA MAJU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0015,0,RT 10 RW 05 DUSUN SUNGAI PANDAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0016,0,RT 11 RW 05 DUSUN SUNGAI PANDAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0017,0,RT 12 RW 05 DUSUN SUNGAI PANDAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0018,0,RT 13 RW 06 DUSUN SUNGAI PANDAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,0019,0,RT 14 RW 06 DUSUN SUNGAI PANDAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,008,NIPAH PANJANG,2,2001,0,HUTAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0001,0,RT 06 RW 03 DUSUN TELUK NIBUNG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0002,0,RT 05 RW 03 DUSUN TELUK NIBUNG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0003,0,RT 07 RW 11 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0004,0,RT 24 RW 11 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0005,0,RT 25 RW 11 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0006,0,RT 10 RW 05 DUSUN BANGUN HARJO
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0007,0,RT 23 RW 11 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0008,0,RT 04 RW 02 DUSUN TELUK NIBUNG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0009,0,RT 03 RW 02 DUSUN TELUK NIBUNG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0010,0,RT 11 RW 05 DUSUN BANGUN HARJO
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0011,0,RT 18 RW 09 DUSUN BANGUN HARJO
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0012,0,RT 26 RW 10 DUSUN SETIA BARU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0013,0,RT 19 RW 09 DUSUN BANGUN HARJO
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0014,0,RT 20 RW 10 DUSUN SETIA BARU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0015,0,RT 21 RW 10 DUSUN SETIA BARU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0016,0,RT 13 RW 06 DUSUN SIDODADI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0017,0,RT 17 RW 10 DUSUN SETIA BARU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0018,0,RT 22 RW 10 DUSUN SETIA BARU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0019,0,RT 12 RW 06 DUSUN SIDODADI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0020,0,RT 16 RW 08 DUSUN SETIA BARU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0021,0,RT 08 RW 04 DUSUN BANGUN HARJO
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0022,0,RT 09 RW 04 DUSUN BANGUN HARJO
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0023,0,RT 14 RW 07 DUSUN SIDODADI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0024,0,RT 15 RW 07 DUSUN SIDODADI
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0025,0,RT 01 RW 01 DUSUN TELUK NIBUNG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,0026,0,RT 02 RW 01 DUSUN TELUK NIBUNG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,009,TELUK NIBUNG,2,2001,0,HUTAN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0001,0,RT 12 RW 07 DUSUN TELUK MASTURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0002,0,RT 13 RW 07 DUSUN TELUK MASTURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0003,0,RT 14 RW 07 DUSUN TELUK MASTURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0004,0,RT 41 RW 07 DUSUN TELUK MASTURA
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0005,0,RT 21 RW 09 DUSUN GUNUNG KRUING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0006,0,RT 22 RW 10 DUSUN GUNUNG KRUING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0007,0,RT 36 RW 10 DUSUN GUNUNG KRUING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0008,0,RT 35 RW 10 DUSUN GUNUNG KRUING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0009,0,RT 25 RW 10 DUSUN GUNUNG KRUING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0010,0,RT 17 RW 08 DUSUN KEMUNING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0011,0,RT 18 RW 08 DUSUN KEMUNING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0012,0,RT 19 RW 08 DUSUN KEMUNING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0013,0,RT 20 RW 08 DUSUN KEMUNING
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0014,0,RT 15 RW 06 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0015,0,RT 16 RW 06 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0016,0,RT 01 RW 01 DUSUN SUNGAI LIMAU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0017,0,RT 02 RW 01 DUSUN SUNGAI LIMAU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0018,0,RT 03 RW 01 DUSUN SUNGAI LIMAU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0019,0,RT 04 RW 02 DUSUN SUNGAI LIMAU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0020,0,RT 05 RW 02 DUSUN SUNGAI LIMAU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0021,0,RT 42 RW 02 DUSUN SUNGAI LIMAU
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0022,0,RT 06 RW 03 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0023,0,RT 07 RW 03 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0024,0,RT 08 RW 03 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0025,0,RT 09 RW 04 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0026,0,RT 40 RW 03 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0027,0,RT 43 RW 04 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0028,0,RT 10 RW 04 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0029,0,RT 11 RW 05 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0030,0,RT 39 RW 05 DUSUN BATU AMPAR SIMPANG
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0031,0,RT 26 RW 14 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0032,0,RT 27 RW 12 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0033,0,RT 29 RW 14 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0034,0,RT 30 RW 14 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0035,0,RT 23 RW 11 DUSUN TELUK AIR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0036,0,RT 37 RW 11 DUSUN TELUK AIR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0037,0,RT 38 RW 12 DUSUN TELUK AIR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0038,0,RT 24 RW 12 DUSUN TELUK AIR
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0039,0,RT 28 RW 13 DUSUN
61,KALIMANTAN BARAT,12,KUBU RAYA,010,BATU AMPAR,010,BATU AMPAR,2,0040,0,RT 31 RW 13 DUSUN
